ID;Traditional;Simplified;Pinyin;Meaning
6311;電報;电报;diànbào;telegram
6312;電鈴;电铃;diànlíng;electric bell
6313;電網;电网;diànwǎng;power grid
6314;電線;电线;diànxiàn;wire
6315;電信;电信;diànxìn;telecommunications
6316;電訊;电讯;diànxùn;telecommunications
6317;墊;垫;diàn;cushion
6318;墊底;垫底;diàndǐ;bottom
6319;墊子;垫子;diànzi;cushion
6320;澱粉;淀粉;diànfěn;starch
6321;惦記;惦记;diànjì;thinking
6322;奠定;奠定;diàndìng;laying the foundation
6323;殿堂;殿堂;diàntáng;palace
6324;刁難;刁难;diāonàn;making things difficult
6325;叼;叼;diāo;dig
6326;雕;雕;diāo;sculpture
6327;雕刻;雕刻;diāokè;engraving
6328;雕塑;雕塑;diāosù;sculpture
6329;吊銷;吊销;diàoxiāo;revocation
6330;釣魚;钓鱼;diàoyú;fishing
6331;調度;调度;diàodù;dispatch
6332;掉隊;掉队;diàoduì;falling behind
6333;掉頭;掉头;diàotóu;turn around
6334;爹;爹;diē;father
6335;迭起;迭起;diéqǐ;rising and falling
6336;疊;叠;dié;stack
6337;丁;丁;dīng;man
6338;叮囑;叮嘱;dīngzhǔ;instructions
6339;盯;盯;dīng;stare
6340;釘子;钉子;dīngzi;nail
6341;頂多;顶多;dǐngduō;at most
6342;頂級;顶级;dǐngjí;top
6343;頂尖;顶尖;dǐngjiān;top
6344;訂單;订单;dìngdān;orders
6345;訂購;订购;dìnggòu;order
6346;訂婚;订婚;dìnghūn;engagement
6347;訂立;订立;dìnglì;establish
6348;釘;钉;dìng;nail
6349;定金;定金;dìngjīn;deposit
6350;定居;定居;dìngjū;settle down
6351;定論;定论;dìnglùn;conclusion
6352;定為;定为;dìngwéi;set as
6353;定向;定向;dìngxiàng;orientation
6354;定心丸;定心丸;dìngxīnwán;reassurance
6355;定義;定义;dìngyì;definition
6356;定做;定做;dìngzuò;custom-made
6357;丟掉;丢掉;diūdiào;dropped
6358;丟臉;丢脸;diūliǎn;losing face
6359;丟棄;丢弃;diūqì;discard
6360;丟人;丢人;diūrén;losing face
6361;丟失;丢失;diūshī;lost
6362;東奔西走;东奔西走;dōngbēn-xīzǒu;running around
6363;東道主;东道主;dōngdàozhǔ;host
6364;東張西望;东张西望;dōngzhāng-xīwàng;looking around
6365;董事;董事;dǒngshì;director
6366;董事會;董事会;dǒngshìhuì;board of directors
6367;董事長;董事长;dǒngshìzhǎng;chairman
6368;懂事;懂事;dǒngshì;sensible
6369;動不動;动不动;dòngbudòng;motion
6370;動盪;动荡;dòngdàng;turbulence
6371;動感;动感;dònggǎn;dynamic
6372;動工;动工;dònggōng;construction
6373;動靜;动静;dòngjing;movement
6374;動脈;动脉;dòngmài;arteries
6375;動身;动身;dòngshēn;set off
6376;動彈;动弹;dòngtan;mobility
6377;動聽;动听;dòngtīng;melodious
6378;動向;动向;dòngxiàng;trend
6379;動用;动用;dòngyòng;activation
6380;凍結;冻结;dòngjié;freezing
6381;棟;栋;dòng;dong
6382;棟梁;栋梁;dòngliáng;pillars
6383;兜;兜;dōu;pocket
6384;兜兒;兜儿;dōur;pocket
6385;兜售;兜售;dōushòu;peddling
6386;抖;抖;dǒu;shake
6387;陡;陡;dǒu;steep
6388;鬥;斗;dòu;fight
6389;鬥志;斗志;dòuzhì;fighting spirit
6390;豆漿;豆浆;dòujiāng;soy milk
6391;豆子;豆子;dòuzi;beans
6392;逗;逗;dòu;tease
6393;都會;都会;dūhuì;metropolis
6394;督促;督促;dūcù;urge
6395;獨;独;dú;alone
6396;獨唱;独唱;dúchàng;solo
6397;獨家;独家;dújiā;exclusive
6398;獨立自主;独立自主;dúlì-zìzhǔ;independent
6399;獨身;独身;dúshēn;single
6400;獨一無二;独一无二;dúyī-wú'èr;unique
6401;堵塞;堵塞;dǔsè;blockage
6402;杜絕;杜绝;dùjué;eliminate
6403;妒忌;妒忌;dùjì;jealous
6404;度（知名度）;度（知名度）;dù(zhīmíngdù);popularity (or brand recognition)
6405;度假;度假;dùjià;vacation
6406;渡過;渡过;dùguò;get through
6407;端正;端正;duānzhèng;correct
6408;短缺;短缺;duǎnquē;shortage
6409;短暫;短暂;duǎnzàn;brief
6410;段落;段落;duànluò;paragraph
6411;斷定;断定;duàndìng;determine
6412;斷斷續續;断断续续;duànduànxùxù;intermittent
6413;斷裂;断裂;duànliè;fracture
6414;堆砌;堆砌;duīqì;stacking
6415;隊形;队形;duìxíng;formation
6416;對白;对白;duìbái;dialogue
6417;對策;对策;duìcè;countermeasures
6418;對稱;对称;duìchèn;symmetry
6419;對得起;对得起;duìdeqǐ;deserves
6420;對聯;对联;duìlián;couplets
6421;對弈;对弈;duìyì;chess
6422;對照;对照;duìzhào;comparison
6423;對峙;对峙;duìzhì;standoff
6424;對準;对准;duìzhǔn;target
6425;兌換;兑换;duìhuàn;exchange
6426;兌現;兑现;duìxiàn;cash
6427;敦促;敦促;dūncù;urge
6428;敦厚;敦厚;dūnhòu;honest
6429;燉;炖;dùn;stew
6430;頓時;顿时;dùnshí;instantly
6431;多邊;多边;duōbiān;multilateral
6432;多功能;多功能;duōgōngnéng;multifunctional
6433;多虧;多亏;duōkuī;many losses
6434;多勞多得;多劳多得;duōláo-duōdé;more work, more pay
6435;多年來;多年来;duō nián lái;over the years
6436;多心;多心;duōxīn;suspicious
6437;多餘;多余;duōyú;superfluous
6438;多元;多元;duōyuán;diverse
6439;哆嗦;哆嗦;duōsuo;trembling
6440;奪冠;夺冠;duóguàn;winning the championship
6441;奪魁;夺魁;duókuí;winner
6442;躲避;躲避;duǒbì;dodge
6443;躲藏;躲藏;duǒcáng;hide
6444;舵手;舵手;duòshǒu;helmsman
6445;墮落;堕落;duòluò;decline
6446;訛詐;讹诈;ézhà;fraud
6447;俄語;俄语;Éyǔ;russian
6448;鵝;鹅;é;goose
6449;額外;额外;éwài;additional
6450;厄運;厄运;èyùn;misfortune
6451;惡;恶;è;evil
6452;惡化;恶化;èhuà;deterioration
6453;惡劣;恶劣;èliè;vile
6454;惡性;恶性;èxìng;malicious
6455;惡意;恶意;èyì;malice
6456;遏制;遏制;èzhì;contain
6457;鱷魚;鳄鱼;èyú;crocodile
6458;恩賜;恩赐;ēncì;grace
6459;恩惠;恩惠;ēnhuì;grace
6460;恩情;恩情;ēnqíng;kindness
6461;恩怨;恩怨;ēnyuàn;resentment
6462;而已;而已;éryǐ;that's all
6463;耳光;耳光;ěrguāng;slap
6464;耳目一新;耳目一新;ěrmù-yīxīn;a refreshing experience
6465;耳熟能詳;耳熟能详;ěrshú-néngxiáng;familiar with details
6466;耳聞目睹;耳闻目睹;ěrwén-mùdǔ;hearing and seeing
6467;二手車;二手车;èrshǒuchē;used cars
6468;二氧化碳;二氧化碳;èryǎnghuàtàn;carbon dioxide
6469;發佈會;发布会;fābùhuì;press conference
6470;發財;发财;fācái;get rich
6471;發愁;发愁;fāchóu;worried
6472;發電機;发电机;fādiànjī;generator
6473;發抖;发抖;fādǒu;shaking
6474;發憤圖強;发愤图强;fāfèn-túqiáng;strive for progress
6475;發光;发光;fāguāng;glowing
6476;發火;发火;fāhuǒ;get angry
6477;發酵;发酵;fājiào;fermentation
6478;發掘;发掘;fājué;excavation
6479;發愣;发愣;fālèng;stunned
6480;發脾氣;发脾气;fā píqi;losing one's temper
6481;發起人;发起人;fāqǐrén;initiator
6482;發熱;发热;fārè;fever
6483;發誓;发誓;fāshì;swear
6484;發洩;发泄;fāxiè;venting
6485;發揚;发扬;fāyáng;promote
6486;發揚光大;发扬光大;fāyáng-guāngdà;carry forward and develop
6487;發育;发育;fāyù;development
6488;發源地;发源地;fāyuándì;origin
6489;發作;发作;fāzuò;outbreak
6490;閥門;阀门;fámén;valve
6491;髮型;发型;fàxíng;hair
6492;帆;帆;fān;sail
6493;帆船;帆船;fānchuán;sailboat
6494;翻番;翻番;fānfān;double
6495;翻來覆去;翻来覆去;fānlái-fùqù;turning over and over
6496;翻天覆地;翻天覆地;fāntiān-fùdì;upheaval
6497;凡;凡;fán;all
6498;煩悶;烦闷;fánmèn;frustration
6499;煩惱;烦恼;fánnǎo;annoyance
6500;煩躁;烦躁;fánzào;irritability
6501;繁華;繁华;fánhuá;prosperity
6502;繁忙;繁忙;fánmáng;busy
6503;繁體字;繁体字;fántǐzì;traditional chinese
6504;繁重;繁重;fánzhòng;heavy
6505;反駁;反驳;fǎnbó;rebuttal
6506;反差;反差;fǎnchā;contrast
6507;反常;反常;fǎncháng;abnormal
6508;反倒;反倒;fǎndào;on the contrary
6509;反感;反感;fǎngǎn;dislike
6510;反過來;反过来;fǎn guòlái;on the contrary
6511;反擊;反击;fǎnjī;counterattack
6512;反饋;反馈;fǎnkuì;feedback
6513;反面;反面;fǎnmiàn;reverse side
6514;反思;反思;fǎnsī;reflection
6515;反彈;反弹;fǎntán;rebound
6516;反省;反省;fǎnxǐng;reflect
6517;返還;返还;fǎnhuán;return
6518;犯愁;犯愁;fànchóu;worry
6519;飯碗;饭碗;fànwǎn;rice bowl
6520;泛濫;泛滥;fànlàn;flood
6521;範疇;范畴;fànchóu;category
6522;販賣;贩卖;fànmài;selling
6523;方方面面;方方面面;fāngfāngmiànmiàn;all aspects
6524;方向盤;方向盘;fāngxiàngpán;steering wheel
6525;方言;方言;fāngyán;dialect
6526;防盜;防盗;fángdào;anti-theft
6527;防盜門;防盗门;fángdàomén;security door
6528;防護;防护;fánghù;protection
6529;防火牆;防火墙;fánghuǒqiáng;firewall
6530;防衛;防卫;fángwèi;defense
6531;防汛;防汛;fángxùn;flood control
6532;防疫;防疫;fángyì;epidemic prevention
6533;防禦;防御;fángyù;defense
6534;妨礙;妨碍;fáng'ài;obstacles
6535;妨害;妨害;fánghài;hinder
6536;房地產;房地产;fángdìchǎn;real estate
6537;仿;仿;fǎng;imitation
6538;仿製;仿制;fǎngzhì;imitation
6539;訪談;访谈;fǎngtán;interview
6540;紡織;纺织;fǎngzhī;textiles
6541;放過;放过;fàngguò;let go
6542;放水;放水;fàngshuǐ;release water
6543;放肆;放肆;fàngsì;presumptuous
6544;放映;放映;fàngyìng;show
6545;放置;放置;fàngzhì;place
6546;放縱;放纵;fàngzòng;indulgence
6547;飛速;飞速;fēisù;fast
6548;飛往;飞往;fēiwǎng;fly to
6549;飛翔;飞翔;fēixiáng;flying
6550;飛躍;飞跃;fēiyuè;leap
6551;非（非金屬）;非（非金属）;fēi (fēijīnshǔ);non-metallic
6552;非得;非得;fēiděi;must
6553;非法;非法;fēifǎ;illegal
6554;非凡;非凡;fēifán;extraordinary
6555;緋聞;绯闻;fēiwén;scandal
6556;肥料;肥料;féiliào;fertilizer
6557;肥胖;肥胖;féipàng;obesity
6558;肥沃;肥沃;féiwò;fertile
6559;肥皂;肥皂;féizào;soap
6560;誹謗;诽谤;fěibàng;slander
6561;廢;废;fèi;waste
6562;廢除;废除;fèichú;abolish
6563;廢話;废话;fèihuà;nonsense
6564;廢品;废品;fèipǐn;waste
6565;廢寢忘食;废寝忘食;fèiqǐn-wàngshí;neglecting sleep and meals
6566;廢物;废物;fèiwù;waste
6567;廢墟;废墟;fèixū;ruins
6568;沸沸揚揚;沸沸扬扬;fèifèiyángyáng;boiling and commotion
6569;沸騰;沸腾;fèiténg;boiling
6570;費勁;费劲;fèijìn;exhausting
6571;分辨;分辨;fēnbiàn;distinguish
6572;分寸;分寸;fēncun;measure
6573;分擔;分担;fēndān;division of labor
6574;分割;分割;fēngē;segmentation
6575;分紅;分红;fēnhóng;dividends
6576;分化;分化;fēnhuà;differentiation
6577;分泌;分泌;fēnmì;secretion
6578;分明;分明;fēnmíng;distinct
6579;分歧;分歧;fēnqí;disagreement
6580;分贓;分赃;fēnzāng;division of spoils
6581;分支;分支;fēnzhī;branches
6582;芬芳;芬芳;fēnfāng;fragrance
6583;吩咐;吩咐;fēnfù;instructions
6584;氛圍;氛围;fēnwéi;atmosphere
6585;墳;坟;fén;grave
6586;墳墓;坟墓;fénmù;tomb
6587;焚燒;焚烧;fénshāo;burning
6588;粉;粉;fěn;pink
6589;粉絲;粉丝;fěnsī;fans
6590;粉碎;粉碎;fěnsuì;crushed
6591;分量;分量;fènliàng;quantity
6592;分外;分外;fènwài;extra
6593;份額;份额;fèn'é;shares
6594;奮力;奋力;fènlì;strive
6595;奮勇;奋勇;fènyǒng;strive
6596;糞;粪;fèn;feces
6597;糞便;粪便;fènbiàn;feces
6598;豐富多彩;丰富多彩;fēngfù-duōcǎi;rich and colorful
6599;豐厚;丰厚;fēnghòu;abundant
6600;豐滿;丰满;fēngmǎn;full
6601;豐盛;丰盛;fēngshèng;abundant
6602;豐碩;丰硕;fēngshuò;fengshuo
6603;風波;风波;fēngbō;storm
6604;風采;风采;fēngcǎi;style
6605;風餐露宿;风餐露宿;fēngcān-lùsù;living in the open
6606;風範;风范;fēngfàn;style
6607;風風雨雨;风风雨雨;fēngfēngyǔyǔ;wind and rain
6608;風和日麗;风和日丽;fēnghé-rìlì;sunny and breezy
6609;風浪;风浪;fēnglàng;wind and waves
6610;風力;风力;fēnglì;wind power
6611;風流;风流;fēngliú;romantic
6612;風貌;风貌;fēngmào;appearance
6613;風氣;风气;fēngqì;trend
6614;風情;风情;fēngqíng;charm
6615;風趣;风趣;fēngqù;funny
6616;風沙;风沙;fēngshā;sandstorm
6617;風尚;风尚;fēngshàng;fashion
6618;風水;风水;fēngshuǐ;feng shui
6619;風味;风味;fēngwèi;flavor
6620;風雨;风雨;fēngyǔ;wind and rain
6621;風雲;风云;fēngyún;wind and cloud
6622;風箏;风筝;fēngzheng;kites
6623;封頂;封顶;fēngdǐng;topping out
6624;封建;封建;fēngjiàn;feudal
6625;封面;封面;fēngmiàn;cover
6626;封鎖;封锁;fēngsuǒ;blockade
6627;瘋子;疯子;fēngzi;madman
6628;峰回路轉;峰回路转;fēnghuí-lùzhuǎn;a twist of fate
6629;蜂蜜;蜂蜜;fēngmì;honey
6630;逢;逢;féng;meeting
6631;縫;缝;féng;seam
6632;縫合;缝合;fénghé;seam
6633;諷刺;讽刺;fěngcì;irony
6634;鳳凰;凤凰;fènghuáng;phoenix
6635;縫;缝;fèng;seam
6636;否決;否决;fǒujué;reject
6637;孵化;孵化;fūhuà;incubation
6638;敷;敷;fū;apply
6639;扶持;扶持;fúchí;support
6640;服飾;服饰;fúshì;clothing
6641;服務器;服务器;fúwùqì;server
6642;服用;服用;fúyòng;take
6643;俘獲;俘获;fúhuò;capture
6644;俘虜;俘虏;fúlǔ;captives
6645;浮力;浮力;fúlì;buoyancy
6646;浮現;浮现;fúxiàn;emerging
6647;浮躁;浮躁;fúzào;impetuous
6648;輻射;辐射;fúshè;radiation
6649;福氣;福气;fúqi;good fortune
6650;撫摸;抚摸;fǔmō;touching
6651;撫卹;抚恤;fǔxù;relief
6652;撫養;抚养;fǔyǎng;foster
6653;撫養費;抚养费;fǔyǎngfèi;alimony
6654;斧子;斧子;fǔzi;ax
6655;俯首;俯首;fǔshǒu;bowing
6656;輔導;辅导;fǔdǎo;counseling
6657;腐敗;腐败;fǔbài;corruption
6658;腐化;腐化;fǔhuà;corrupt
6659;腐爛;腐烂;fǔlàn;rotten
6660;腐蝕;腐蚀;fǔshí;decay
6661;腐朽;腐朽;fǔxiǔ;decay
6662;付費;付费;fùfèi;pay
6663;付款;付款;fùkuǎn;payment
6664;負面;负面;fùmiàn;negative
6665;負有;负有;fùyǒu;negative
6666;附;附;fù;appendix
6667;附帶;附带;fùdài;included
6668;附和;附和;fùhè;go along
6669;附加;附加;fùjiā;additional
6670;附屬;附属;fùshǔ;annex
6671;赴;赴;fù;go
6672;復查;复查;fùchá;follow-up examination
6673;復發;复发;fùfā;recurrence
6674;復合;复合;fùhé;composite
6675;復活;复活;fùhuó;resurrection
6676;復興;复兴;fùxīng;revival
6677;復原;复原;fùyuán;restoration
6678;副作用;副作用;fùzuòyòng;side effect
6679;賦予;赋予;fùyǔ;to bestow
6680;富含;富含;fùhán;rich in
6681;富豪;富豪;fùháo;rich
6682;富強;富强;fùqiáng;prosperity
6683;富翁;富翁;fùwēng;rich man
6684;富裕;富裕;fùyù;rich
6685;富足;富足;fùzú;abundance
6686;腹部;腹部;fùbù;abdomen
6687;腹瀉;腹泻;fùxiè;diarrhea
6688;覆蓋;覆盖;fùgài;cover
6689;該;该;gāi;the
6690;改版;改版;gǎibǎn;revised
6691;改編;改编;gǎibiān;adaptation
6692;改動;改动;gǎidòng;changes
6693;改革開放;改革开放;gǎigé kāifàng;reform and opening up
6694;改良;改良;gǎiliáng;improve
6695;改名;改名;gǎimíng;name change
6696;改日;改日;gǎirì;another day
6697;改為;改为;gǎiwéi;change to
6698;改邪歸正;改邪归正;gǎixié-guīzhèng;repent and reform
6699;鈣;钙;gài;calcium
6700;蓋子;盖子;gàizi;lid
6701;概況;概况;gàikuàng;overview
6702;概率;概率;gàilǜ;probability
6703;概論;概论;gàilùn;overview
6704;干戈;干戈;gāngē;arms
6705;乾旱;干旱;gānhàn;drought
6706;乾燥;干燥;gānzào;dry
6707;甘心;甘心;gānxīn;willing
6708;肝臟;肝脏;gānzàng;liver
6709;尷尬;尴尬;gāngà;embarrassment
6710;趕赴;赶赴;gǎnfù;rush to
6711;趕往;赶往;gǎnwǎng;rushing to
6712;敢情;敢情;gǎnqing;so that's why
6713;感（責任感）;感（责任感）;gǎn (zérèngǎn);sense of responsibility
6714;感觸;感触;gǎnchù;feeling
6715;感恩;感恩;gǎn'ēn;grateful
6716;感激;感激;gǎnjī;gratitude
6717;感慨;感慨;gǎnkǎi;feeling
6718;感染;感染;gǎnrǎn;infect
6719;感染力;感染力;gǎnrǎnlì;infectiousness
6720;感嘆;感叹;gǎntàn;sigh
6721;感性;感性;gǎnxìng;sensibility
6722;幹部;干部;gànbù;cadres
6723;幹事;干事;gànshi;clerk
6724;剛毅;刚毅;gāngyì;resolute
6725;綱領;纲领;gānglǐng;program
6726;綱要;纲要;gāngyào;outline
6727;鋼;钢;gāng;steel
6728;缸;缸;gāng;cylinder
6729;港;港;gǎng;port
6730;槓鈴;杠铃;gànglíng;lever
6731;高昂;高昂;gāo'áng;high
6732;高傲;高傲;gāo'ào;arrogant
6733;高超;高超;gāochāo;superb
6734;高低;高低;gāodī;high and low
6735;高調;高调;gāodiào;high-profile
6736;高額;高额;gāo'é;high amount
6737;高爾夫球;高尔夫球;gāo'ěrfūqiú;golf
6738;高峰期;高峰期;gāofēngqī;peak period
6739;高貴;高贵;gāoguì;noble
6740;高空;高空;gāokōng;high altitude
6741;高齡;高龄;gāolíng;old age
6742;高明;高明;gāomíng;clever
6743;高山;高山;gāoshān;mountains
6744;高效;高效;gāoxiào;high efficiency
6745;高新技術;高新技术;gāoxīn-jìshù;high technology
6746;高血壓;高血压;gāoxuèyā;high blood pressure
6747;高壓;高压;gāoyā;high pressure
6748;高雅;高雅;gāoyǎ;elegant
6749;高漲;高涨;gāozhǎng;high
6750;搞鬼;搞鬼;gǎoguǐ;mischief
6751;搞笑;搞笑;gǎoxiào;funny
6752;告;告;gào;tell
6753;告辭;告辞;gàocí;farewell
6754;告誡;告诫;gàojiè;admonition
6755;告示;告示;gàoshi;notice
6756;告知;告知;gàozhī;inform
6757;告狀;告状;gàozhuàng;complaint
6758;戈壁;戈壁;gēbì;gobi
6759;胳膊;胳膊;gēbo;arm
6760;鴿子;鸽子;gēzi;pigeon
6761;擱;搁;gē;擱
6762;擱淺;搁浅;gēqiǎn;stranded
6763;擱置;搁置;gēzhì;shelved
6764;割;割;gē;cut
6765;歌劇;歌剧;gējù;opera
6766;歌頌;歌颂;gēsòng;song
6767;歌舞;歌舞;gēwǔ;singing and dancing
6768;歌詠;歌咏;gēyǒng;song
6769;革命;革命;gémìng;revolution
6770;格;格;gé;grid
6771;格格不入;格格不入;gégé-bùrù;out of place
6772;格局;格局;géjú;pattern
6773;格式;格式;géshi;format
6774;隔閡;隔阂;géhé;isolation
6775;隔離;隔离;gélí;isolate
6776;個案;个案;gè'àn;case
6777;個頭兒;个头儿;gètóur;size
6778;各奔前程;各奔前程;gèbènqiánchéng;go your separate ways
6779;各式各樣;各式各样;gèshì-gèyàng;various
6780;根基;根基;gēnjī;foundation
6781;根深蒂固;根深蒂固;gēnshēn-dìgù;ingrained
6782;根源;根源;gēnyuán;source
6783;根治;根治;gēnzhì;radical cure
6784;跟不上;跟不上;gēn bu shàng;can't keep up
6785;跟上;跟上;gēnshang;keep up
6786;跟蹤;跟踪;gēnzōng;tracking
6787;更改;更改;gēnggǎi;change
6788;更衣室;更衣室;gēngyīshì;locker room
6789;耕地;耕地;gēngdì;arable land
6790;耿直;耿直;gěngzhí;upright
6791;工地;工地;gōngdì;construction site
6792;工會;工会;gōnghuì;union
6793;工科;工科;gōngkē;engineering
6794;工商界;工商界;gōngshāngjiè;business community
6795;工序;工序;gōngxù;process
6796;工整;工整;gōngzhěng;neat
6797;工作量;工作量;gōngzuòliàng;workload
6798;弓;弓;gōng;bow
6799;公安局;公安局;gōng'ānjú;public security bureau
6800;公車;公车;gōngchē;bus
6801;公道;公道;gōngdao;justice
6802;公費;公费;gōngfèi;public funds
6803;公共場所;公共场所;gōnggòng chǎngsuǒ;public places
6804;公關;公关;gōngguān;public relations
6805;公函;公函;gōnghán;official letter
6806;公積金;公积金;gōngjījīn;provident fund
6807;公開信;公开信;gōngkāixìn;open letter
6808;公款;公款;gōngkuǎn;public funds
6809;公立;公立;gōnglì;public
6810;公墓;公墓;gōngmù;cemetery
